event_id,device_id,event_type,event_value,event_ts,payload
e_2340,d_2a7fb2f9,telemetry,see_payload,2024-01-03T14:44:38.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACA38F62FB-D""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 23.8, ""scale"": ""C""}}"
e_2341,d_4a8eff9a,telemetry,see_payload,2024-01-30T19:59:21.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 75}, {""code"": ""cur_current"", ""value"": 1299}, {""code"": ""cur_power"", ""value"": 2380}, {""code"": ""cur_voltage"", ""value"": 1216}]}"
e_2342,d_0c9fc5c2,telemetry,see_payload,2024-02-03T00:21:44.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 830}, {""code"": ""temp_value"", ""value"": 680}]}"
e_2343,d_7e436e8d,telemetry,see_payload,2024-02-04T16:18:02.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 99}, {""code"": ""cur_current"", ""value"": 705}, {""code"": ""cur_power"", ""value"": 0}, {""code"": ""cur_voltage"", ""value"": 1101}]}"
e_2344,d_2b14684d,telemetry,see_payload,2024-01-23T05:46:53.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 58}, {""code"": ""temp_value"", ""value"": 905}]}"
e_2345,d_f801c3e3,telemetry,see_payload,2024-01-31T08:09:18.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 859}, {""code"": ""temp_value"", ""value"": 739}]}"
e_2346,d_f4abcb9e,telemetry,see_payload,2024-01-25T15:21:53.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2347,d_f4abcb9e,telemetry,see_payload,2024-01-16T06:38:36.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2348,d_2feae81a,telemetry,see_payload,2024-01-08T06:19:05.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2349,d_e3c88ca4,telemetry,see_payload,2024-01-23T09:45:39.000Z,"{""metadata"": {""dsn"": ""ACA4902E30-F""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2350,d_d8e99313,telemetry,see_payload,2024-01-03T03:11:12.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2351,d_26213c2d,telemetry,see_payload,2024-01-15T21:43:51.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 992}, {""code"": ""temp_value"", ""value"": 844}]}"
e_2352,d_c5b16baf,telemetry,see_payload,2024-02-03T17:09:23.000Z,"{""metadata"": {""dsn"": ""ACE2FB8688-7""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2353,d_e88067e8,telemetry,see_payload,2024-01-08T08:09:52.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2354,d_af70eb74,telemetry,see_payload,2024-01-12T03:44:01.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2355,d_80abeb1d,telemetry,see_payload,2024-01-30T02:35:53.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2356,d_83dadeb0,telemetry,see_payload,2024-01-10T17:09:28.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2357,d_33eb49fb,telemetry,see_payload,2024-01-17T06:05:31.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC460E7801-3""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2358,d_699bd5a5,telemetry,see_payload,2024-01-27T00:36:53.000Z,"{""metadata"": {""dsn"": ""ACCC9EBDC8-F""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2359,d_a6990287,telemetry,see_payload,2024-01-18T15:02:19.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2360,d_f4abcb9e,telemetry,see_payload,2024-02-02T07:25:09.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2361,d_7d0b1c82,telemetry,see_payload,2024-02-03T16:51:59.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""ACCC2FCB5C-0""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2362,d_cc33f9b9,telemetry,see_payload,2024-01-23T14:57:12.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 40}, {""code"": ""cur_current"", ""value"": 1300}, {""code"": ""cur_power"", ""value"": 2460}, {""code"": ""cur_voltage"", ""value"": 1151}]}"
e_2363,d_a28ce176,telemetry,see_payload,2024-01-01T01:25:24.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC8145A9F9-A""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2364,d_f4abcb9e,telemetry,see_payload,2024-01-12T04:11:32.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2365,d_37b43b0f,telemetry,see_payload,2024-01-10T19:55:46.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC845E8F36-B""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 22.8, ""scale"": ""C""}}"
e_2366,d_d71348b7,telemetry,see_payload,2024-01-03T09:32:21.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC5DFC533A-1""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2367,d_03207239,telemetry,see_payload,2024-01-16T21:27:16.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 57}, {""code"": ""cur_current"", ""value"": 1410}, {""code"": ""cur_power"", ""value"": 130}, {""code"": ""cur_voltage"", ""value"": 1219}]}"
e_2368,d_bd3d5d57,telemetry,see_payload,2024-01-20T09:56:40.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 889}, {""code"": ""temp_value"", ""value"": 267}]}"
e_2369,d_7b52892a,telemetry,see_payload,2024-01-20T08:05:23.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2370,d_d04ef2c2,telemetry,see_payload,2024-01-04T13:09:39.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 346}, {""code"": ""temp_value"", ""value"": 21}]}"
e_2371,d_4306539f,telemetry,see_payload,2024-01-20T22:42:31.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC9FFB957C-B""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2372,d_f6fe781d,telemetry,see_payload,2024-02-01T21:16:56.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2373,d_7c8da7cd,telemetry,see_payload,2024-01-23T18:09:48.000Z,"{""metadata"": {""dsn"": ""ACBD675FE2-E""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2374,d_fd78fb46,telemetry,see_payload,2024-01-01T13:10:44.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 933}, {""code"": ""temp_value"", ""value"": 834}]}"
e_2375,d_2b6b80d3,telemetry,see_payload,2024-02-05T19:01:00.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC55EC8B81-4""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2376,d_fa6df1a2,telemetry,see_payload,2024-02-03T05:41:20.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 33}, {""code"": ""cur_current"", ""value"": 720}, {""code"": ""cur_power"", ""value"": 1590}, {""code"": ""cur_voltage"", ""value"": 1141}]}"
e_2377,d_c73beb7e,telemetry,see_payload,2024-01-08T09:30:50.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACF5938317-3""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 22.4, ""scale"": ""C""}}"
e_2378,d_82425990,telemetry,see_payload,2024-01-18T14:28:31.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC71049606-4""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 23.1, ""scale"": ""C""}}"
e_2379,d_75c94d95,telemetry,see_payload,2024-01-14T10:08:40.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 77}, {""code"": ""cur_current"", ""value"": 432}, {""code"": ""cur_power"", ""value"": 370}, {""code"": ""cur_voltage"", ""value"": 1119}]}"
e_2380,d_7c8da7cd,telemetry,see_payload,2024-01-28T22:55:22.000Z,"{""metadata"": {""dsn"": ""ACD94EE8C8-6""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2381,d_c502af31,telemetry,see_payload,2024-02-07T07:51:14.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 7}, {""code"": ""cur_current"", ""value"": 391}, {""code"": ""cur_power"", ""value"": 2250}, {""code"": ""cur_voltage"", ""value"": 1186}]}"
e_2382,d_73bf4c3f,telemetry,see_payload,2024-01-13T22:14:28.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACA9A42F7C-C""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 19.8, ""scale"": ""C""}}"
e_2383,d_d5df407c,telemetry,see_payload,2024-01-28T06:47:19.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2384,d_180ac16c,telemetry,see_payload,2024-01-01T03:32:13.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC0FD92074-D""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2385,d_ba2721c6,telemetry,see_payload,2024-01-09T13:00:34.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC5A505557-9""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 25.9, ""scale"": ""C""}}"
e_2386,d_f4abcb9e,telemetry,see_payload,2024-02-06T12:25:50.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2387,d_5535b73d,telemetry,see_payload,2024-01-24T08:21:00.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 53}, {""code"": ""cur_current"", ""value"": 252}, {""code"": ""cur_power"", ""value"": 830}, {""code"": ""cur_voltage"", ""value"": 1160}]}"
e_2388,d_cede2851,telemetry,see_payload,2024-01-24T23:35:28.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC5535DCC6-5""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2389,d_73bb3e0d,telemetry,see_payload,2024-01-19T08:39:00.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 82}, {""code"": ""cur_current"", ""value"": 262}, {""code"": ""cur_power"", ""value"": 1040}, {""code"": ""cur_voltage"", ""value"": 1246}]}"
e_2390,d_1e095fa2,telemetry,see_payload,2024-01-27T08:03:43.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC4492AEA9-7""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2391,d_13a3e0c6,telemetry,see_payload,2024-01-26T13:27:51.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 976}, {""code"": ""temp_value"", ""value"": 476}]}"
e_2392,d_588bffde,telemetry,see_payload,2024-01-23T14:28:37.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2393,d_6217779c,telemetry,see_payload,2024-02-07T22:33:25.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2394,d_3a281f0f,telemetry,see_payload,2024-01-22T22:37:38.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 39}, {""code"": ""temp_value"", ""value"": 28}]}"
e_2395,d_05394f94,telemetry,see_payload,2024-01-11T02:58:52.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""ACB324530E-3""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2396,d_05655d2b,telemetry,see_payload,2024-01-02T20:50:13.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC5361F340-8""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2397,d_3cf7c00e,telemetry,see_payload,2024-01-30T18:28:50.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC714DCE1D-D""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 18.4, ""scale"": ""C""}}"
e_2398,d_c502af31,telemetry,see_payload,2024-02-04T05:14:13.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 87}, {""code"": ""cur_current"", ""value"": 1172}, {""code"": ""cur_power"", ""value"": 2540}, {""code"": ""cur_voltage"", ""value"": 1203}]}"
e_2399,d_b27b3b90,telemetry,see_payload,2024-01-14T06:31:19.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC2C1182E6-B""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2400,d_d04ef2c2,telemetry,see_payload,2024-01-21T00:17:01.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 527}, {""code"": ""temp_value"", ""value"": 985}]}"
e_2401,d_32b272b3,telemetry,see_payload,2024-01-10T02:44:23.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2402,d_a0758489,telemetry,see_payload,2024-01-15T15:18:02.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2403,d_733880f0,telemetry,see_payload,2024-01-20T18:25:35.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACB4E8E2C3-E""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 25.9, ""scale"": ""C""}}"
e_2404,d_332b8bec,telemetry,see_payload,2024-01-10T06:53:04.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 531}, {""code"": ""temp_value"", ""value"": 410}]}"
e_2405,d_0718f487,telemetry,see_payload,2024-01-26T16:08:35.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC7E5BB918-2""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 21.1, ""scale"": ""C""}}"
e_2406,d_64113c43,telemetry,see_payload,2024-01-25T07:09:39.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 648}, {""code"": ""temp_value"", ""value"": 887}]}"
e_2407,d_c08dce29,telemetry,see_payload,2024-01-15T16:06:41.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2408,d_eade2b1e,telemetry,see_payload,2024-01-26T21:18:28.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2409,d_502f0068,telemetry,see_payload,2024-01-06T15:58:38.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC5AE4E26C-5""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2410,d_09e834ec,telemetry,see_payload,2024-02-05T19:12:42.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2411,d_581e8533,telemetry,see_payload,2024-01-11T04:04:28.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC1743CB2A-C""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2412,d_d5d0f08b,telemetry,see_payload,2024-01-26T19:13:13.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 98}, {""code"": ""cur_current"", ""value"": 1868}, {""code"": ""cur_power"", ""value"": 2080}, {""code"": ""cur_voltage"", ""value"": 1199}]}"
e_2413,d_4ad14f54,telemetry,see_payload,2024-02-06T02:18:07.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC94795984-3""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 20.9, ""scale"": ""C""}}"
e_2414,d_50921a80,telemetry,see_payload,2024-01-23T01:38:48.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC7D556F30-A""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2415,d_93341a18,telemetry,see_payload,2024-01-05T12:31:28.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 618}, {""code"": ""temp_value"", ""value"": 637}]}"
e_2416,d_6033897e,telemetry,see_payload,2024-01-15T08:39:20.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2417,d_71bbfcf7,telemetry,see_payload,2024-01-06T22:11:35.000Z,"{""metadata"": {""dsn"": ""ACBA1978D5-F""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2418,d_f4abcb9e,telemetry,see_payload,2024-02-02T17:30:56.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2419,d_80abeb1d,telemetry,see_payload,2024-02-06T06:14:43.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2420,d_556d7e9f,telemetry,see_payload,2024-01-08T18:43:14.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2421,d_e1e08916,telemetry,see_payload,2024-01-28T12:40:58.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""ACE493AF73-2""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2422,d_d83dcbd0,telemetry,see_payload,2024-01-11T22:09:29.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC98111730-4""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 22.3, ""scale"": ""C""}}"
e_2423,d_0ba6dc4b,telemetry,see_payload,2024-02-04T19:36:22.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""ACB35FB1C2-E""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2424,d_58311d7d,telemetry,see_payload,2024-01-15T15:04:16.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC2DE5D16C-1""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2425,d_6c8667c7,telemetry,see_payload,2024-01-18T09:43:40.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC6A6E65B1-E""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 25.1, ""scale"": ""C""}}"
e_2426,d_f4abcb9e,telemetry,see_payload,2024-01-20T14:34:43.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2427,d_f4abcb9e,telemetry,see_payload,2024-01-06T17:35:22.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2428,d_cbfe943e,telemetry,see_payload,2024-01-22T21:30:20.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 341}, {""code"": ""temp_value"", ""value"": 43}]}"
e_2429,d_029c7733,telemetry,see_payload,2024-02-01T12:57:02.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 88}, {""code"": ""cur_current"", ""value"": 1119}, {""code"": ""cur_power"", ""value"": 1470}, {""code"": ""cur_voltage"", ""value"": 1146}]}"
e_2430,d_9249e596,telemetry,see_payload,2024-01-15T19:24:10.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACBD856E46-E""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 23.5, ""scale"": ""C""}}"
e_2431,d_f1f32103,telemetry,see_payload,2024-02-07T14:01:28.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC77226429-9""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2432,d_c5c00b70,telemetry,see_payload,2024-01-31T19:37:19.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 72}, {""code"": ""cur_current"", ""value"": 1176}, {""code"": ""cur_power"", ""value"": 1520}, {""code"": ""cur_voltage"", ""value"": 1244}]}"
e_2433,d_ee529c88,telemetry,see_payload,2024-01-07T19:35:01.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 739}, {""code"": ""temp_value"", ""value"": 22}]}"
e_2434,d_f4abcb9e,telemetry,see_payload,2024-01-07T03:20:53.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2435,d_d8e99313,telemetry,see_payload,2024-01-23T01:50:40.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2436,d_bede618d,telemetry,see_payload,2024-01-19T16:20:34.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2437,d_f4abcb9e,telemetry,see_payload,2024-01-16T05:47:13.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2438,d_f4abcb9e,telemetry,see_payload,2024-01-10T12:04:50.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2439,d_2cd81487,telemetry,see_payload,2024-01-24T18:53:24.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC38362AB8-1""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 20.1, ""scale"": ""C""}}"
e_2440,d_4820ad89,telemetry,see_payload,2024-01-01T01:04:10.000Z,"{""metadata"": {""dsn"": ""AC180A109B-2""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2441,d_6217779c,telemetry,see_payload,2024-02-06T05:33:25.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2442,d_f4abcb9e,telemetry,see_payload,2024-01-08T11:57:59.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2443,d_7b1d458d,telemetry,see_payload,2024-01-21T06:56:55.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC9000E48C-3""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2444,d_cbed980f,telemetry,see_payload,2024-02-02T09:27:39.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 534}, {""code"": ""temp_value"", ""value"": 854}]}"
e_2445,d_d5a3a289,telemetry,see_payload,2024-01-29T10:16:57.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 683}, {""code"": ""temp_value"", ""value"": 679}]}"
e_2446,d_258ad071,telemetry,see_payload,2024-01-12T11:40:53.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC95627FF1-0""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2447,d_153afbc7,telemetry,see_payload,2024-02-03T20:18:58.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2448,d_52bc5690,telemetry,see_payload,2024-02-04T21:43:42.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2449,d_29241faa,telemetry,see_payload,2024-01-15T04:32:15.000Z,"{""metadata"": {""dsn"": ""ACD5BB1057-8""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2450,d_502f0068,telemetry,see_payload,2024-02-01T02:12:12.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC0AACFCBF-2""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_2451,d_f4abcb9e,telemetry,see_payload,2024-01-07T02:46:30.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2452,d_90168728,telemetry,see_payload,2024-01-05T19:33:28.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2453,d_f4abcb9e,telemetry,see_payload,2024-01-27T02:05:28.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2454,d_8555efd8,telemetry,see_payload,2024-01-09T00:10:20.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 87}, {""code"": ""temp_value"", ""value"": 895}]}"
e_2455,d_f62d98d7,telemetry,see_payload,2024-02-03T23:48:13.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2456,d_b5e313de,telemetry,see_payload,2024-01-04T23:39:50.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC1A66A1B0-D""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 22.6, ""scale"": ""C""}}"
e_2457,d_83dadeb0,telemetry,see_payload,2024-01-10T03:28:12.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2458,d_2cd81487,telemetry,see_payload,2024-01-30T20:58:53.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC3392DC80-6""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 18.5, ""scale"": ""C""}}"
e_2459,d_8b2d951e,telemetry,see_payload,2024-01-29T17:26:01.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 99}, {""code"": ""cur_current"", ""value"": 1825}, {""code"": ""cur_power"", ""value"": 370}, {""code"": ""cur_voltage"", ""value"": 1170}]}"
e_2460,d_8020fc84,telemetry,see_payload,2024-01-07T01:13:25.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2461,d_45c99d45,telemetry,see_payload,2024-01-04T15:18:15.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2462,d_553e15d1,telemetry,see_payload,2024-01-25T05:49:40.000Z,"{""metadata"": {""dsn"": ""AC21A8F86E-3""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_2463,d_cbc4229e,telemetry,see_payload,2024-01-24T21:16:25.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC53031FB6-E""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_2464,d_3af2c39d,telemetry,see_payload,2024-01-02T13:39:06.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_2465,d_b3a908ed,telemetry,see_payload,2024-01-14T03:30:13.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC8DC7854D-E""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 19.3, ""scale"": ""C""}}"
